hardy,पीछे बैठने वाले,positive
harmless,हानिरहित,positive
harmony,मेल मिलाप,positive
heal,चंगा,positive
healthy,स्वस्थ,positive
heartwarming,दिली,positive
heaven,स्वर्ग,positive
heavenly,अलौकिक,positive
helped,कुछ किया,positive
helpful,सहायक,positive
helping,मदद के लिए,positive
hero,हीरो,positive
heroine,हीरोइन,positive
hilarious,प्रफुल्लित करने वाला,positive
holy,पवित्र,positive
homage,जलसा शायरे,positive
honest,ईमानदार,positive
honesty,ईमानदारी,positive
honor,सम्मान,positive
honorable,सम्मानित,positive
honored,सम्मानित,positive
hooray,हुर्रे,positive
hopeful,अच्छा,positive
hot,गर्म,positive
hottest,हॉटैस्ट,positive
hug,आलिंगन,positive
humane,मानव,positive
humble,विनम्र,positive
humor,हास्य,positive
ideal,आदर्श रंग और स्टाइल आपके आकर्षण में चार चांद लगा,positive
ideally,आदर्श रूप में,positive
idol,आइडल,positive
imaginative,इमेजनेटिव,positive
immaculate,त्रुटिहीन,positive
immense,विशाल,positive
important,महत्वपूर्ण,positive
impress,प्रभावित,positive
impressed,प्रभावित,positive
impressive,प्रभावशील,positive
improve,में सुधार,positive
improved,सुधार,positive
improvement,सुधार,positive
improvements,सुधार,positive
improves,शारीरिक,positive
incredible,अविश्वसनीय,positive
incredibly,अविश्वसनीय रूप से,positive
inexpensive,सस्ती,positive
infallible,अचूक,positive
influential,प्रभावशाली,positive
innovation,नवाचार,positive
innovative,नवीन,positive
insightful,पुरे जानकारीपूर्ण,positive
inspiration,प्रेरणा,positive
inspirational,प्रेरणादायक,positive
inspire,प्रेरित,positive
inspiring,प्रेरक,positive
instantly,तुरन्त,positive
integral,एकीकृत,positive
integrated,एकीकृत,positive
intelligence,बुद्धि,positive
intelligent,बुद्धिमान,positive
interesting,दिलचस्प,positive
interests,हितों,positive
intimacy,अंतरंगता,positive
intimate,इंटीमेट,positive
intricate,बारीक,positive
intriguing,पेचीदा,positive
intuitive,मज़ेदार,positive
invincible,अजेय,positive
irresistible,प्रबल,positive
jolly,जॉली,positive
joy,आनन्द,positive
keen,उतावला,positive
kindly,कृपया,positive
kindness,दया,positive
knowledgeable,ज्ञान है,positive
kudos,तारीफ,positive
lawful,विधिमान्य,positive
lead,नेतृत्व,positive
leading,प्रमुख,positive
leads,आगे ले जाती है,positive
lean,दुबला,positive
led,श्रेष्ठ चमकीली खास तौर पर निर्मित एलईडी,positive
legendary,पौराणिक,positive
leverage,लाभ उठाएं,positive
liberate,पाप सँ मुक्ति प्रदान करू,positive
liberty,लिबर्टी,positive
lighter,हल्का,positive
like,की तरह,positive
liked,पसंद आया,positive
likes,पसंद करती है,positive
liking,पसंद,positive
lively,जीवंत,positive
logical,तार्किक,positive
love,प्यार,positive
loved,प्यार किया,positive
lovely,प्यारा,positive
lover,प्रेमी,positive
loves,प्यार करता है,positive
loving,प्यार करना,positive
loyal,वफादार,positive
loyalty,वफादारी,positive
lucid,स्पष्ट अर्थ का,positive
luck,भाग्य,positive
lucky,भाग्यशाली,positive
luminous,चमकदार,positive
lush,रसीला,positive
luster,आभा,positive
luxury,लग्ज़री,positive
magic,जादू,positive
magical,जादुई,positive
magnificent,शानदार,positive
majestic,आलीशान,positive
marvel,अचंभा,positive
marvellous,अद्भुत,positive
marvelous,लजीज,positive
master,मास्टर,positive
masterpiece,मास्टरपीस,positive
masters,स्वामी,positive
mature,परिपक्व,positive
maturity,परिपक्वता,positive
memorable,यादगार,positive
merciful,दयालु,positive
mercy,दया,positive
merit,शिक्षक अभ्यर्थियों की मेधा,positive
merry,मैरी,positive
mesmerizing,मन मोह लेने वाले,positive
meticulous,सूक्ष्म,positive
mighty,पराक्रमी,positive
mind-blowing,जो आपके होश उड़ा देगी !,positive
miracle,चमत्कार,positive
miracles,चमत्कारों,positive
miraculous,तिलस्मी,positive
modern,आधुनिक,positive
modesty,इस लोक,positive
monumental,यादगार मौका होता,positive
morality,नैतिकता,positive
motivated,प्रेरित,positive
neat,साफ,positive
neatly,अच्छे से,positive
nice,अच्छा,positive
nicely,अच्छी तरह से,positive
noble,नोबल,positive
noteworthy,उल्लेखनीय,positive
oasis,ओएसिस,positive
obsession,जूनून,positive
openly,"का , खुलकर करें बखान",positive
optimal,इष्टतम,positive
optimism,आशावाद,positive
optimistic,आशावादी,positive
orderly,व्यवस्थित,positive
outdone,ने,positive
outperform,सोकर,positive
outstanding,बकाया,positive
ovation,ओवेशन,positive
painless,दर्दरहित,positive
paradise,स्वर्ग,positive
pardon,माफी,positive
passion,जुनून,positive
passionate,जुनूनी,positive
patience,धैर्य,positive
patient,रोगी,positive
patriot,देशभक्ति का,positive
peace,शांति,positive
peaceful,शांतिपूर्ण,positive
peach,आड़ू,positive
pep,उत्साहवर्धक,positive
peppy,जोशीले,positive
perfect,सही,positive
perfection,से संपूर्ण,positive
perfectly,सही तरीके से,positive
personalized,निजीकृत,positive
phenomenal,अद्भुत,positive
piety,पुण्यशीलता,positive
playful,चंचल,positive
pleasant,सुखद,positive
pleasantly,सुख से,positive
pleased,खुश,positive
pleasure,खुशी,positive
plush,हमेशा,positive
poise,संतुलन,positive
polished,पॉलिश्ड,positive
polite,विनम्र,positive
popular,लोकप्रिय,positive
portable,पोर्टेबल,positive
posh,बढि़या,positive
positive,सकारात्मक,positive
positively,सकारात्मक,positive
powerful,शक्तिशाली,positive
praise,आरती कीजै,positive
precious,कीमती,positive
precise,सटीक,positive
precisely,ठीक,positive
prefer,क्या आप कागजात,positive
preferable,बेहतर,positive
prefers,हम उम्र आदमियों,positive
premier,प्रीमियर,positive
prestigious,प्रतिष्ठित,positive
pretty,सुंदर,positive
priceless,अमूल्य,positive
pride,गर्व,positive
privilege,सौभाग्य,positive
prize,पुरस्कार,positive
productive,उत्पादक,positive
proficient,कुशल,positive
profoundly,पूरी तरह से बेहतर,positive
progress,प्रगति,positive
progressive,प्रगतिशील,positive
prominent,प्रमुख,positive
promise,वादा,positive
promised,वादा किया था,positive
promises,वादे,positive
promoter,प्रमोटर,positive
prompt,त्वरित,positive
promptly,तुरंत,positive
proper,उचित,positive
properly,सही तरीके से,positive
pros,प्रॉस,positive
prosper,समृद्ध होने,positive
prosperity,समृद्धि,positive
prosperous,खुशहाल,positive
protect,रक्षा करता है,positive
protection,सुरक्षा,positive
protective,सुरक्षात्मक,positive
proud,गर्व,positive
proven,सिद्ध,positive
proves,साबित करता है,positive
punctual,पाबंदी,positive
pure,शुद्ध,positive
qualified,सुयोग्य,positive
qualify,अर्हता प्राप्त कर ली,positive
quiet,शांत,positive
radiance,लाता है,positive
radiant,चमकीला,positive
rapid,तेज,positive
rational,तर्कसंगत,positive
readable,पठनीय,positive
readily,आसानी से,positive
ready,तैयार,positive
realistic,वास्तविक हैं,positive
reasonable,उचित,positive
reasonably,उचित,positive
reclaim,प्राप्ति,positive
recomend,सुझाव देता हूँ,positive
recommend,सिफारिश,positive
recommendation,सिफारिश करने दें,positive
recommendations,सुझाव,positive
recommended,अनुशंसित,positive
reconcile,सामंजस्य बनाते,positive
reconciliation,सुलह,positive
recover,लगे ।,positive
recovery,रिकवरी,positive
rectify,सुधारने,positive
rectifying,का समाधान कर रहे,positive
redeem,रीडीम,positive
redemption,मुक्ति,positive
refine,परिष्कृत करें,positive
reform,सुधार,positive
reforms,सुधार,positive
refresh,ताजा करें,positive
refreshed,रिफ्रेश करने पर,positive
refreshing,ताज़ी,positive
refund,वापसी,positive
refunded,वापिस नहीं,positive
regal,राजसी,positive
regard,संबंध,positive
rejuvenated,जोशपूर्ण अनुभूति देता है,positive
relaxed,आराम करते हैं,positive
reliable,विश्वसनीय,positive
relief,राहत,positive
remarkable,उल्लेखनीय,positive
remedy,उपाय,positive
renaissance,अ रेनेंसा,positive
renowned,प्रसिद्ध,positive
replaceable,बदले जाने योग्य,positive
reputation,प्रतिष्ठा,positive
respect,सम्मान,positive
respectful,सम्मानित,positive
responsibly,जिम्मेदारी से,positive
responsive,जवाबदेह,positive
restored,सुधारा गया,positive
restructuring,पुनर्गठन,positive
revel,आनंद,positive
revelation,रहस्योद्घाटन,positive
revival,पुनरुद्धार,positive
revive,पुनर्जीवित,positive
revolutionary,क्रांतिकारी,positive
reward,इनाम,positive
rewarding,पुण्यमय,positive
rich,अमीर,positive
richness,होंगी सरिस्का जैसे,positive
right,सही,positive
righteousness,लक्ष्य धर्म,positive
rightfully,सही तरीके से,positive
robust,मजबूत,positive
rockstar,रॉकस्टार,positive
romantic,रोमांटिक,positive
safe,सुरक्षित,positive
safely,सुरक्षित तरीके से,positive
saint,संत,positive
salute,सलाम,positive
sane,मत कहना कि ये समझदारी भरा,positive
satisfactory,संतोषजनक,positive
satisfied,संतुष्ट,positive
satisfies,अपनी,positive
satisfying,संतोषजनक,positive
saver,सेवर,positive
savings,बचत का लाभ उठाएं,positive
savior,उद्धारकर्ता,positive
savvy,आज की आधुनिक,positive
scenic,सुंदर,positive
seamless,अखंड,positive
secure,सुरक्षित,positive
securely,सुरक्षित तरीके से,positive
selective,चयनात्मक,positive
sensation,सनसनी,positive
sensational,सनसनीखेज,positive
sensible,समझदार,positive
sensitive,संवेदनशील,positive
sexy,सेक्सी,positive
sharp,कोना,positive
sharper,के लिये,positive
shine,चमक,positive
shiny,चमकीले,positive
significant,महत्वपूर्ण,positive
silent,मौन,positive
simpler,सरल,positive
simplest,सरल,positive
simplified,सरलीकृत,positive
simplifies,को सरल बनाता है,positive
sincere,हार्दिक,positive
sincerely,दिल से,positive
skill,कौशल,positive
skilled,कुशल,positive
sleek,संकरे,positive
slick,स्लिक,positive
smart,स्मार्ट,positive
smarter,ज्यादा होशियार,positive
smartly,सुंदर तरीके से,positive
smile,मुस्कुराओ,positive
smiles,मुस्कराती है ।,positive
smiling,मुस्कुराते हुए,positive
smooth,चिकना न हो जाय,positive
smoothly,सुचारु रूप से चलाने वाले वाचमैनों,positive
soft,नरम,positive
solace,सोलेस,positive
solid,ठोस,positive
soothe,को यूं राहत,positive
sophisticated,सोफिस्टिकेटिड,positive
spacious,बहुत बड़ा,positive
sparkle,द्वारा अभूतपूर्व तरीके से सजाएँ,positive
sparkling,स्पार्कलिंग,positive
spectacular,शानदार,positive
speedy,तेज,positive
spiritual,आध्यात्मिक,positive
spontaneous,सहज,positive
sporty,स्पोरटी,positive
stability,स्थिरता,positive
stabilize,स्थिर,positive
stable,स्थिर,positive
stainless,स्टेनलेस स्टील,positive
stately,आलीशान,positive
steadfast,स्टेडफास्ट,positive
steady,स्थिर,positive
stellar,तारकीय,positive
striking,आकर्षक,positive
striving,प्रयास कर रहा है,positive
strong,मजबूत,positive
stronger,मजबूत,positive
strongest,सबसे मजबूत,positive
stunned,दंग रह गया,positive
stunning,आश्चर्यजनक,positive
stunningly,के नहीं,positive
sturdy,मज़बूत,positive
stylish,स्टाइलिश,positive
suave,वाले,positive
sublime,का,positive
succeed,सफल हो सकती है,positive
succeeded,सफल रहा,positive
succes,सफलता,positive
success,सफलता,positive
successful,सफल,positive
successfully,सफलतापूर्वक,positive
sufficient,पर्याप्त,positive
sufficiently,पर्याप्त रूप से,positive
suitable,उपयुक्त,positive
super,सुपर,positive
superb,शानदार,positive
superior,बेहतर,positive
supple,नाजुक,positive
support,समर्थन,positive
supported,समर्थित,positive
supporter,सपोर्टर,positive
supporting,समर्थन,positive
supportive,सहयोगी,positive
supports,का समर्थन करता है,positive
supremacy,वर्चस्व,positive
supreme,सर्वोच्च,positive
survival,बचना,positive
survivor,उत्तरजीवी,positive
sustainability,स्थिरता,positive
sustainable,सतत,positive
swanky,शानदार,positive
sweeping,को फँसाना,positive
sweet,मीठा,positive
sweetheart,मेरे प्रिय,positive
sweetness,मिठास,positive
swift,स्विफ्ट,positive
talent,प्रतिभा,positive
talented,प्रतिभाशाली,positive
talents,प्रतिभा,positive
tender,टेंडर,positive
terrific,बहुत बढ़िया,positive
thank,धन्यवाद,positive
thankful,कृतज्ञ,positive
thoughtful,वैचारिक,positive
thoughtfulness,सावधानी को सराहा गया,positive
thrift,किफायती,positive
thrill,रोमांच,positive
thrilled,रोमांचित,positive
thriving,फलते - फूलते जा रहे,positive
tickle,गुदगुदी करें,positive
tidy,सुव्यवस्थित,positive
timely,समय पर,positive
top,शीर्ष,positive
tops,अव्वल,positive
tough,कड़ी सतह छोटी - मोटी,positive
traction,घर्षण,positive
transparent,पारदर्शी,positive
treasure,खजाना,positive
trendy,ट्रेंडी,positive
triumph,ट्राइंफ,positive
trophy,ट्रॉफी,positive
trust,पर भरोसा,positive
trusted,विश्वसनीय,positive
trustworthy,भरोसेमंद,positive
truthfully,सच में,positive
unabashed,आवरणरहति,positive
unbeatable,अद्वितीय,positive
uncomplicated,सरल,positive
unforgettable,अविस्मरणीय रमणीय,positive
unity,एकता,positive
unlimited,असीमित,positive
unquestionably,मोहरा दुकानों,positive
upgraded,अपग्रेडेड,positive
uplift,बनी हैं,positive
uplifting,प्रेरक,positive
usable,प्रयोग करने योग्य,positive
useful,उपयोगी,positive
valuable,कीमती,positive
variety,किस्म,positive
versatile,चलन में,positive
vibrant,जीवंत,positive
victory,जीत,positive
viewable,देख सकती,positive
virtue,गुण,positive
virtuous,गुणी,positive
vivid,विशद,positive
warm,गर्म,positive
warmer,गर्म करने वाला,positive
warmth,गर्माहट,positive
wealthy,धनी,positive
welcome,आपका स्वागत है,positive
well,अच्छी तरह से,positive
well-being,भलाई,positive
willing,हाजिरी,positive
win,जीत,positive
winner,विजेता,positive
winners,विजेताओं,positive
winning,विजेता,positive
wins,जीत गया,positive
wisdom,ज्ञान,positive
wise,बुद्धिमान,positive
wisely,बुद्धिमानी से करें,positive
witty,मजाकिया,positive
won,जीता,positive
wonder,आश्चर्य हुआ,positive
wonderful,अद्भुत,positive
wonderfully,का शानदार,positive
wonders,आश्चर्य हुआ,positive
woo,वू,positive
work,काम,positive
worked,काम किया,positive
works,काम करता है,positive
worth,लायक,positive
worthwhile,सार्थक,positive
worthy,लायक,positive
wow,वाह,positive
wowed,पाम प्री,positive
yay,हां,positive
youthful,युवा,positive
zest,का रस,positive
abnormal,असामान्य,negative
aborted,फ्लेशिंग,negative
abrasive,संपर्क में आने से बचाएं,negative
absence,अनुपस्थिति,negative
absentee,अनुपस्थित,negative
abuse,दुरुपयोग,negative
abused,उत्पीड़न,negative
abusive,अपमानजनक,negative
accidental,दुर्घटना में,negative
accusation,आरोप,negative
accuse,आरोप,negative
ache,में दर्द,negative
ached,पसीजा,negative
aches,का दर्द,negative
aching,दर्द,negative
addict,नशेड़ी,negative
addicted,आदी,negative
addicting,लत पड़ने वाले,negative
adverse,प्रतिकूल,negative
adversity,के सताये,negative
afraid,डरना,negative
aggression,आक्रामकता,negative
aggressive,आक्रामक,negative
alarm,अलार्म,negative
allergic,एलर्जिक,negative
allergies,एलर्जी,negative
allergy,एलर्जी,negative
aloof,अलग अनुभव कर सकते हैं,negative
ambiguous,अस्पष्ट,negative
anarchy,अराजकता,negative
anger,उबाल,negative
angry,गुस्सा,negative
annoy,परेशान करो,negative
annoyed,नाराज,negative
annoying,नखरीली,negative
annoys,गुस्सा दिलाता है,negative
antagonist,विलन,negative
anxiety,चिंता,negative
anxious,उत्सुक,negative
apocalypse,सर्वनाश,negative
arbitrary,मनमाना,negative
arrogant,एरोगेंट,negative
ashamed,शर्मिंदा,negative
assassin,असैसिन,negative
assault,हमला,negative
atrocities,दुष्कर्म,negative
attack,हमला,negative
attacks,हमले,negative
avalanche,हिमस्खलन,negative
averse,के खिलाफ,negative
awful,बहुत बुरा,negative
awkward,अजीब,negative
ax,एएक्स,negative
backache,पीठदर्द,negative
backward,पीछे जाने,negative
bad,बुरा,negative
badly,बुरी तरह,negative
bankrupt,दिवालिया,negative
bash,बैश,negative
bastard,कमीने,negative
bastards,कमीने,negative
battered,पीड़ित,negative
beg,भीख मांगता हूँ,negative
beggar,भिखारी,negative
begging,भीख माँग रहा,negative
belated,विलम्बित,negative
belligerent,जुझारू,negative
bent,आमादा,negative
bereavement,शोक,negative
betrayal,धोखा,negative
beware,सावधान हो जाएँ,negative
bewildering,विस्मयकारी,negative
bias,पक्षपात,negative
biased,पक्षपाती,negative
biting,काटना,negative
bitter,कड़वा,negative
bizarre,विचित्र,negative
blah,ब्ला,negative
blame,दोष,negative
bland,फीका,negative
bleed,खून,negative
bleeding,ब्लीडिंग खून बह रहा है,negative
blemish,दाग,negative
blind,अंधा,negative
blister,छाला,negative
bloated,ब्लोटेड,negative
bloody,खूनी,negative
blow,आघात लगा ।,negative
blunt,कुंद,negative
blur,धुंधलापन,negative
blurred,धुंधली,negative
blurring,ब्लर्रिंग,negative
bogus,पदों की फर्जी,negative
boil,उबालने,negative
boiling,उबलना,negative
boisterous,मस्ती भरे,negative
bomb,बम,negative
bombard,ने की,negative
bore,बोर,negative
bored,ऊबना,negative
boredom,बोरियत,negative
boring,उबाऊ,negative
bother,परेशान,negative
bothering,परेशान,negative
